ingredients,read_number,recipe_name
原料：小麦面粉、绿豆粉、香菇、平菇、杏鲍菇、木耳、青瓜、芹菜、葱、笋叶、调和油、盐、辣酱。,,香菇酱绿豆面
原料：鸡蛋、番茄、玉米淀粉、盐、油、水。,,番茄蛋烧
原料：猪肉、藕、胡萝卜、鸡蛋、胡椒粉、生抽、老抽、桂皮、大料、葱、姜、淀粉,,四喜丸子
原料：年糕、番茄、油、盐、白糖、胡椒粉。,,红火年糕
原料：白菜、红烧肉、葱、八角、盐、姜。,,红烧肉烩白菜
原料：精五花肉、米饭、芹菜心、洋葱、鸡蛋、油、盐、八角、香叶、姜、料酒、酱油。,,卤肉饭
原料：黄花鱼、姜、花椒、大料、洋葱、蒜、辣椒粉、糖、酱油、料酒、醋、蚝油、香油、麻油、面粉。,,家焖黄花鱼
原料：糯米粉、玉米淀粉、纯牛奶、黄油、白糖、抹茶粉、蜜红豆、自制原味奶酪、淡奶油、白糖。,,抹茶红豆雪媚娘
原料：面粉、小葱、油、盐。,,手抓饼
原料：金桔、白糖、蜂蜜、水。,,糖渍金桔
原料：大白菜、猪肉、虾仁、芝麻油、盐、料酒、胡椒粉、生抽、白糖、葱、香菜、姜。,,百财包 
原料：面粉、牛奶、蜂蜜、糖、酵母、火腿肠、笋叶、卤豆腐。,,白吉馍夹火腿肠
原料：铁棍山药、牛奶、白糖。,,山药汁
原料：土司面包、牛油果、培根、鸡蛋、油。,,牛油果培根三明治
原料：面粉、胡萝卜、菠菜、紫甘蓝、可可粉、酵母粉。,,花朵小馒头
原料：鸡蛋、牛奶、白糖、黄油、蛋糕粉、淡奶油、水果块。,,水果班戟
原料：虾、吐司、奶酪片、黑胡椒碎、盐、蛋液、玉米淀粉、面包糠、食用油。,,天妇罗吐司卷
原料：白菜、豆腐、虾仁、海带、盐、葱、干辣椒、八角、花椒、五香粉、料酒、姜、蒜、生抽、鸡精。,,虾仁白菜豆腐海带汤
原料：面粉、胡萝卜、紫甘蓝、菠菜、可可粉、酵母粉。,,小动物馒头
原料：粘高粱面、玫瑰绿豆沙馅、调和油。,,粘高粱煎糕
原料：面粉、小葱、油、盐。,,葱花薄饼
原料：红薯、糯米粉、巧克力、牛奶。,,巧克力馅红薯糯米饼
原料：面粉、鲜鱼、鲜虾、香菇。,,日式海鲜薄饼海鲜煎饼制作过程
原料：面粉、猪肉、韭菜、盐、油、味极鲜酱油、鸡精。,,韭菜猪肉锅贴
原料：猪蹄、卤肉料包、老卤汤、草果、桂皮、冰糖、料酒、香叶、蜂蜜水、孜然粉、辣椒粉。,,烤猪蹄
原料：土豆淀粉、小麦淀粉、韭菜、里脊肉、海米、鸡蛋、盐、猪油。,,水晶饺
原料：面粉、豆沙馅、酵母粉、可可粉、红曲粉、温水。,,小蘑菇豆沙包
原料：芹菜、盐、大蒜头。,,清炒水芹
原料：蒜苗、油豆腐、玉米油、精盐、姜粉、鸡精。,,蒜苗炒油豆腐
原料：干豆腐、黄瓜、绿豆芽、胡萝卜、里脊肉、蒜、香菜、糖、蚝油、捞拌汁、盐、香油、芝麻。,,家常凉菜
原料：草鸡蛋、肉圆、泡发笋干、生抽、老抽、料酒、冰糖、盐、干辣椒、姜片。,,酱剥子肉圆
原料：虾、老抽、盐、油、料酒。,,蒜蓉蒸虾
原料：巧克力、牛奶、鸡蛋清、动物奶油、明胶粉、草莓、华夫饼。,,巧克力草莓慕斯
原料：偏口鱼、面粉、鸡蛋、水、盐、葱、姜、花椒、大料。,,炸偏口鱼
原料：羊脖、花椒、草果、香叶、小茴香、葱、干辣椒、香砂、姜、蒜、盐、生菜、生抽、醋、蒜泥、花椒面、香菜末。,,手抓羊脖
原料：去骨鸡爪、香葱、香菜。,,捞拌凤爪
原料：猪排骨、老姜、大蒜、醋、白糖、老抽、五香粉、调味盐、淀粉、大葱、花椒、料酒、熟白芝麻、食用油。,,每次必光盘的糖醋排骨
原料：小青菜、辣椒、葱花、盐、味精。,,新派炝炒小青菜
原料：面粉、开水、凉水。,,春饼
原料：虾、鸡蛋、玉米淀粉、面包糠、胡椒粉、盐。,,炸天妇罗
原料：牛肉、茶树菇、油、酱油、料酒、水淀粉。,,茶树菇炒牛肉
原料：剩饭、火腿、香葱、鸡蛋、蚝油、猪油、植物油、盐。,,三油儿炒饭
原料：玫瑰花茶、柠檬片、水。,,玫瑰柠檬茶
原料：面粉、大虾、西红柿、韭黄、鸡蛋、芹菜、胡萝卜、洋葱、葱、姜、素馅、盐、胡椒粉、芝麻油、调和油。,,虾皮大馄饨
原料：糯米粉、水、豆沙、黄豆粉、白糖。,,驴打滚
原料：鱼、韭菜、油、盐、葱、姜、味极鲜酱油、六月鲜酱油、料酒、白糖。,,韭菜烧鱼
原料：草鱼、酸菜、干红辣椒、豆瓣酱、油、麻椒、姜。,,家常酸菜鱼
原料：大鸡蛋、牛奶、玉米油、低粉、细砂糖、铁塔淡奶油、细砂糖、芒果粒、西瓜片。,,奶油夹心蛋糕
原料：黄瓜、盐、苹果醋、香油、辣椒油。,,蓑衣黄瓜
原料：面粉、猪肉、包菜、油、盐、味极鲜酱油、鸡精、葱。,,包菜锅贴
原料：牛肉片、料酒、葱、姜、黑胡椒粉、干辣椒、鲜辣粉、辣椒粉、老抽、生抽、白糖、盐、孜然粉、蒜头、花椒、生粉。,,牙签牛肉
原料：海鲜菇、挂面、鸡蛋、油菜、葱、生抽、醋、盐、植物油。,,海鲜菇荷包蛋汤面
原料：米豆腐、黄瓜丝、香菜、香葱、大蒜、食盐、味精、食醋、老干妈辣椒油。,,凉拌米豆腐
原料：紫菜、生菜、枸杞。,,餐盘艺术
原料：牛腩块、油炸豆腐块、黄豆芽、莲藕、西兰花、麻辣香锅调料、盐。,,牛肉麻辣香锅
原料：高粉、水、牛奶、蛋液、白糖、酵母、黄油、粉、盐。,,蔓越莓椰蓉面包
原料：咸海鳗鱼、豆豉、葱、姜、料酒。,,豆豉蒸海鳗
原料：年糕、猪肉、胡萝卜、蚝油、老抽、生抽、食盐、淀粉、料酒、黑胡椒碎。,,黑椒肉粒炒年糕
原料：低筋面粉、鸡蛋、玉米油、牛奶、白糖、淡奶油、白糖、猕猴桃、巧克力酱、托马斯小车。,,托马斯小火车奶油蛋糕
原料：乳清、燕麦片、米酒米粒、鸡蛋、桃花花瓣。,,奶清麦片桃花粥
原料：金鲳、葱、姜、料酒、盐、生粉、老抽、生抽。,,红烧金鲳
原料：猪肉、豆腐、鸡蛋、浓淀粉水、生抽、蚝油、十三香、葱末、姜末、老抽、八角、姜片、葱、糖、盐、蚝油、生抽、水淀粉。,,红烧狮子头
原料：荷兰豆、猪大肠、豆瓣酱、油、料酒、盐、蒜瓣。,,潮音潮人：豆瓣酱猪大肠炒荷兰豆
原料：五花肉、孜然粉、辣椒末、料酒、白糖、香葱、椒盐、蚝油、白胡椒粉。,,牙签五花肉
原料：风干鸭腿、陈皮、料酒。,,陈皮鸭腿
原料：韭菜、鸡蛋、虾仁、面粉、盐、酱油、菠菜、橄榄油、料酒、花椒粉、胡椒粉、大料粉、食用油、姜粉、葱、香油。,,多边形翡翠三鲜饺子
原料：低粉、杏仁粉、总统无盐黄油、细砂糖、牛奶、盐。,,杏仁小曲奇
原料：面粉、南瓜泥、红豆沙。,,南瓜红豆饼
原料：蚕蛹、香菜、大蒜、葱、干辣椒、淀粉、盐、味精、花椒粒。,,开边蚕蛹
原料：菠萝、虾仁、米饭、红甜椒、葱、盐、花生油。,,鲜甜菠萝饭
原料：花菜、五花肉、辣椒、郫县豆瓣酱、酱油、盐、鸡精、白糖、姜、花椒,,豆瓣酱五花肉炒花菜
原料：中筋粉、玉米油、糖粉、温水、低筋粉、抹茶粉、红曲粉、绿豆、黑芝麻粉、麦芽糖、白糖。,,红曲酥&抹茶酥
原料：大米、青菜、咸肉、油、生姜。,,咸肉菜饭
原料：面粉、红豆沙馅、麦芽糖浆、蜂蜜、黄片糖、橄榄油。,,红豆沙饼
原料：墨鱼、蒜苗、蚝油、盐、鸡精、干辣椒、姜。,,蒜苗炒墨鱼
原料：鸡蛋、西红柿、洋葱、午餐肉、香菜、盐、黑胡椒粉、奶酪丝。,,北非蛋
原料：清明菜、面粉、糯米饭、腊肉、葱头、咸菜。,,清明菜粑粑
原料：青萝卜、猪肉馅、鸡蛋、蚝油、葱、淀粉、生抽、食盐、白胡椒粉、香油、姜。,,青萝卜丸子汤
原料：白菜、豆腐干、五花肉、干辣椒、蚝油、葱、食盐、老抽、料酒。,,白菜炒香干
原料：高粉、酵母、白糖、鸡蛋、黄油、奶粉、水、盐。,,老式面包
原料：水磨发酵江米面、糖、豆沙馅。,,油炸糕
原料：粉条、韭菜、猪肉、蚝油、酱油。,,韭菜炒粉条
原料：南瓜、糯米粉、面粉、油、白砂糖、红糖。,,炸南瓜丸子
原料：米饭、鸡腿、香菇、葱、姜、杏鲍菇、调和油、盐、胡椒粉、料酒、生抽。,,鸡腿香菇饭
原料：里脊、烧饼、生菜、奥尔良腌料、洋葱、料酒、蚝油、甜面酱、老抽、孜然粉。,,烧饼里脊
原料：面粉、鸡蛋、蜂蜜、清水、坚果碎、黑芝麻、小苏打。,,沙琪玛
原料：长豆角、里脊肉、油、盐、生抽、鸡精、生姜、大蒜。,,肉末长豆角
原料：蛤蜊、青椒、洋葱、油、盐、生姜、大蒜、生抽、料酒、蚝油、糖、黄豆酱。,,酱爆蛤蜊
原料：橄榄油、青椒、蒜末、生抽。,,蒜烤青椒
原料：土豆、青椒、胡萝卜、洋葱、姜黄粉、粗麦粉、肉桂粉、干罗勒叶、黑胡椒、橄榄油、红椒、食盐。,,蔬菜蒸粗麦粉
原料：杏鲍菇、鸡胸肉、手擀面、蒜苗、白萝卜、洋葱、香菜、紫甘蓝、盐、蚝油。,,杏鲍菇鸡肉焖面（电压力锅版）
原料：南瓜、咸鸭蛋黄、油、糖。,,蛋黄南瓜
原料：豆腐干、腊肉、芹菜、油、盐、生抽、剁椒。,,腊肉炒芹菜
原料：杏鲍菇、油、盐、黑胡椒粉。,,香煎黑椒杏鲍菇
原料：蛋挞皮、淡奶油、牛奶、糖粉、蛋黄、低筋面粉、炼乳。,,芒果蛋挞
原料：吐司、鸡蛋、淡奶油、牛奶、糖、葡萄干。,,葡萄干面包布丁
原料：低筋面粉、油、枧水、转化糖浆、豆沙、鸡蛋。,,广式豆沙月饼
原料：虾皮、红椒、青椒、油、盐、大葱、大蒜、生抽、料酒。,,椒蒜虾皮
原料：青椒、腊肉、笋干、油、盐、生抽、蚝油、鸡精、大蒜、生姜。,,青椒腊肉炒笋干
原料：番茄、鲫鱼、油、盐、料酒。,,番茄滚鲫鱼汤
原料：豆角、油、盐、大蒜、大葱、鸡精、生抽。,,蒜煸豆角
原料：高筋面粉、中筋面粉、牛奶、黄油、奶粉、炼乳、白糖、酵母、盐、蛋黄。,,牛奶排包
原料：蛋挞皮、牛奶、糖粉、炼乳、鸡蛋。,,葡式蛋挞
原料：高筋面粉、水、色拉油、糖、酵母、盐、番茄酱、香菇、青豆、培根、马苏里拉芝士、胡萝卜、玉米粒、披萨肠。,,披萨
原料：高筋面粉、黄油、鸡蛋、奶粉、水、细砂糖、盐、酵母。,,奶香吐司
原料：鸽子、胡萝卜、黑木耳、盐、料酒、鸡粉、葱。,,鸽子胡萝卜木耳汤
原料：莲藕、油炸花生米、盐、糖、生抽、香醋、香油、橄榄油、玉米油、葱、小米椒、姜、蒜。,,花生米拌藕片
原料：黄瓜、鸡蛋、蒜瓣、盐、生抽、玉米油。,,黄瓜炒鸡蛋
原料：低筋面粉、玉米油、鸡蛋、牛奶、速溶咖啡粉、细砂糖、柠檬汁、香草精。,,咖啡戚风蛋糕
原料：黄油、低筋面粉、蔓越莓干、鸡蛋液。,,蔓越莓饼干
原料：高筋面粉、糖、盐、鸡蛋、水、牛奶、黄油、酵母、蜜红豆。,,蜜红豆面包
原料：香蕉、鸡蛋、低筋面粉、色拉油、白糖、水、柠檬汁、塔塔粉。,,香蕉蛋糕
原料：薏米、红豆、白糖。,,红豆薏米糊
原料：吐司、鸡蛋、糖粉、牛奶、淡奶油、黄油。,,蔓越莓面包布丁
原料：牛肉片、料酒、葱、姜、黑胡椒粉、干辣椒、鲜辣粉、辣椒粉、老抽、生抽、白糖、盐、孜然粉、蒜头、花椒、生粉。,,牙签牛肉
原料：海鲜菇、挂面、鸡蛋、油菜、葱、生抽、醋、盐、植物油。,,海鲜菇荷包蛋汤面
原料：米豆腐、黄瓜丝、香菜、香葱、大蒜、食盐、味精、食醋、老干妈辣椒油。,,凉拌米豆腐
原料：紫菜、生菜、枸杞。,,餐盘艺术
原料：牛腩块、油炸豆腐块、黄豆芽、莲藕、西兰花、麻辣香锅调料、盐。,,牛肉麻辣香锅
原料：高粉、水、牛奶、蛋液、白糖、酵母、黄油、粉、盐。,,蔓越莓椰蓉面包
原料：咸海鳗鱼、豆豉、葱、姜、料酒。,,豆豉蒸海鳗
原料：年糕、猪肉、胡萝卜、蚝油、老抽、生抽、食盐、淀粉、料酒、黑胡椒碎。,,黑椒肉粒炒年糕
原料：低筋面粉、鸡蛋、玉米油、牛奶、白糖、淡奶油、白糖、猕猴桃、巧克力酱、托马斯小车。,,托马斯小火车奶油蛋糕
原料：乳清、燕麦片、米酒米粒、鸡蛋、桃花花瓣。,,奶清麦片桃花粥
原料：牛肉、番茄、土豆、大蒜、姜、茶叶。,,番茄牛腩汤
原料：包菜、豆豉酱、小红辣椒、盐、葱、鸡精、猪油、姜、蒜。,,豉香手撕包菜
原料：韭菜、肉皮、盐、生抽、五香粉、葱、姜、蒜、料酒、老抽、八角、小苏打、胡萝卜、鸡精。,,韭菜炒肉皮
原料：鸡蛋、火腿肠、食盐。,,爱心荷包蛋
原料：西兰花、玉米粒、芝麻油、盐、味精。,,西兰花拌玉米
原料：猪梅花肉、土豆、香葱、美人椒、红尖椒、淀粉、花椒、豆瓣酱、老姜、大蒜、菜籽油。,,土豆爱上肉
原料：面粉、韭菜、鸡蛋、虾仁、酵母、无铝泡打粉、白糖、温水、盐、五香粉、淀粉。,,三鲜馅水煎包
原料：冷冻黏玉米粒、糯米粉、淀粉、糖粉。,,黄金玉米烙
原料：低筋粉、奶粉、黄油、糖粉、细砂糖、淡奶油、盐。,,花样美食～奶油曲奇饼干
原料：肥牛、青椒、黄彩椒、盐、蚝油、海鲜酱油、白胡椒粉、葱、姜、蒜、味精。,,彩椒肥牛
原料：剩饭、火腿、鸡蛋、韭菜、蛋黄酱、辣椒酱、盐、芝士片。,,双层鸡肉米饭堡
原料：菠菜、土豆、西红柿、五花肉、鸡蛋、面粉、葱、花生油、料酒、生抽、蚝油、香油、盐、水。,,花样美食之鲜蔬热汤面
原料：鲜山羊奶、淡奶油、香草荚、白葡萄酒醋、海盐。,,山羊奶酪法式好时之吻
原料：千张、菠菜、胡萝卜、鸡蛋液、生抽、香醋、香油、白胡椒粉、蚝油。,,菠菜千张卷
原料：海兔鱼干、大白菜芯、蒜、香菜、白醋、味极鲜酱油、白糖、香油。,,花样美食之海兔鱼干拌白菜心
原料：韭菜、木耳、鸡蛋、葱、花生油、料酒、蚝油、盐、水。,,花样美食之韭菜木耳炒鸡蛋
原料：肥鸭、啤酒、生抽、老抽、糖、干辣椒、尖椒、盐、葱、姜。,,啤酒鸭
原料：米、瘦肉、瑶柱、淡菜、生姜、盐。,,瑶柱淡菜瘦肉粥
原料：榆黄菇、方火腿、鸡蛋、葱、香菜、花生油、香油、蚝油、盐、水。,,榆黄菇汤
原料：猪梅花肉、油麦菜、老姜、大蒜、大葱、香葱、淀粉、盐、干辣椒、花椒、料酒、花椒面、菜籽油、老抽。,,#味蕾的刺激#水煮肉片
原料：土豆、青菜、面粉、鸡蛋、葱、花生油、生抽、蚝油、盐、香油、水。,,土豆青菜疙瘩汤
原料：低筋面粉、玉米油、砂糖、鸡蛋、牛奶、盐。,,台湾古早味蛋糕
原料：面粉、开水、葱花、盐、食用油。,,烫面手抓饼
原料：蒜苔、猪肉、葱、花生油、料酒、蚝油、生抽、盐。,,蒜苔炒肉
原料：皮皮虾肉、鸡蛋、韭菜、花生油、料酒、蚝油、盐。,,皮皮虾肉炒鸡蛋
原料：蛤蜊、紫菜、香菜、盐、蚝油、鸡精、香葱、姜片。,,#花样美食#～蛤蜊紫菜汤
原料：南瓜、小米、糯米、水。,,南瓜双米粥
原料：猪排骨、大白菜、粉条、葱、姜、蒜、香菜、花生油、生抽、蚝油、盐、排骨汤。,,白菜粉条炖排骨
原料：排骨、猴头菇、虫草花、竹荪、莲子、姜、盐。,,猴头菇虫草花竹荪排骨汤
原料：猪蹄、醋、盐、姜。,,酱醋煲猪蹄
原料：黄油鸡、枸杞、盐、大枣、葱、姜、大料、冰糖。,,参鸡汤
原料：三牛饼干、棉花糖、全脂奶粉、花生仁、蔓越莓、开心果仁、全脂奶粉。,,蔓越莓雪花酥
原料：香菇、虾滑、猪肉末、莴笋、红萝卜、老姜、大葱、鸡蛋、淀粉、调味盐、芝麻油、蚝油、生抽。,,财源滚滚虾滑酿香菇
原料：排骨、柠檬、青线椒、干辣椒、大葱、蒜、生姜、干淀粉、酱油、米醋、白糖、盐、油。,,酸辣排骨
